Lemma,POS,Polarity_Score
practice_teacher,n,0
practice_session,n,0
practice_range,n,0
practice_of_medicine,n,0
practice_of_law,n,0.12208
practice_game,n,-0.34088
practice_bundling,v,0.12208
practice,n,0.22715
practice,v,0.19284
practically,r,0.02197
practicality,n,0.15793
practical_politics,n,0.15199
practical_nurse,n,0
practical_joker,n,0
practical_joke,n,0
practical_application,n,0
practical,a,0.1706
practicably,r,0.12208
practicableness,n,-0.02386
practicable,a,0.17964
practicability,n,-0.02386
pr_man,n,0
pr,n,0
ppp,n,0
pplo,n,-0.34088
ppk,n,0
pozsony,n,0
poyou,n,0
poyang,n,0
poxvirus,n,0
pox,n,-0.61316
powys,n,0
powwow,n,0
powwow,v,0
powhatan,n,0
powerwash,v,0
power-station_worker,n,0
powerlessness,n,-0.17327
powerlessly,r,0.15793
powerless,a,-0.50278
powerhouse,n,0.03355
powerfulness,n,0
powerfully,r,0.10554
powerful,a,0.33655
powerful,r,0.36211
powered,a,0
power-driven,a,0
power-dive,v,0
powerbroker,n,0.12208
powerboat,n,0
power-assisted_steering,n,0
power-assisted,a,-0.28345
power_worker,n,0
power_walking,n,0
power_user,n,0.12208
power_unit,n,0
power_trip,n,0
power_train,n,0
power_tool,n,0
power_takeoff,n,0
power_system,n,0
power_structure,n,0
power_steering,n,0
power_station,n,0
power_shovel,n,0
power_service,n,0
power_series,n,0
power_saw,n,0
power_pylon,n,0
power_politics,n,0
power_point,n,0
power_play,n,0
power_plant,n,0
power_pack,n,0
power_outage,n,0
power_of_attorney,n,0
power_of_appointment,n,0
power_mower,n,0
power_module,n,0
power_meter,n,0
power_loom,n,0
power_loading,n,0
power_line,n,0
power_law,n,0
power_hunger,n,0.15793
power_hammer,n,0
power_grid,n,0
power_failure,n,0
power_drill,n,0
power_dive,n,0
power_couple,n,0.17826
power_cord,n,0
power_company,n,0
power_cable,n,0
power_broker,n,0.12208
power_breakfast,n,0
power_brake,n,0
power,n,0.26141
power,v,0
powell,n,0
powdery-blue,a,-0.07997
powdery_mildew,n,0
powdery,a,0
powder-puff,a,0
powderpuff,n,0
powder-post_termite,n,-0.28345
powderize,v,0
powderise,v,0
powderiness,n,0.12208
powderer,n,0
powdered_sugar,n,0
powdered_mustard,n,0
powdered_milk,n,0
powdered_ginger,n,0
powdered,a,0
powder_technique,n,0
powder_store,n,0
powder_room,n,0
powder_photography,n,0
powder_monkey,n,0
powder_method,n,0
powder_metallurgy,n,0
powder_magazine,n,0
powder_keg,n,0
powder_horn,n,0
powder_flask,n,0
powder_compact,n,0
powder_blue,a,-0.07997
powder_blue,n,0
powder_and_shot,n,0
powder,n,0
powder,v,0
pow_camp,n,0
pow,n,0
poverty-stricken,a,-0.37691
poverty_trap,n,0
poverty_line,n,0
poverty_level,n,0
poverty_grass,n,0
poverty,n,-0.75948
poutingly,r,0.15793
pouteria_zapota,n,0
pouteria_campechiana_nervosa,n,0
pouteria,n,0
pouter_pigeon,n,0
pouter,n,-0.16702
pout,n,-0.46996
pout,v,-0.38141
poussin,n,0
pousse-cafe,n,0
pouring,a,0
pourboire,n,0
pour_out,v,0
pour_forth,v,0
pour_down,v,0.17826
pour_cold_water_on,v,-0.33433
pour,v,0.06124
pounds_per_square_inch,n,0
pounding,n,0
pound-foolish,a,-0.07997
pounder,n,0
poundal,n,0
poundage,n,0
pound_up,v,0
pound_sterling,n,0
pound_sign,n,0
pound_off,v,0
pound_net,n,0
pound_cake,n,0
pound,n,-0.10057
pound,v,-0.12341
pounce,n,0
pounce,v,0
poultryman,n,0
poultry,n,0
poultice,n,0
poultice,v,0.12208
poulterer,n,0
poulette,n,0
poulet,n,0
poulenc,n,0
pouffe,n,0
pouf_paste,n,0
pouf,n,-0.0296
poudrin,n,0
pouch-shaped,a,0
pouchlike,a,0
pouched_rat,n,0
pouched_mouse,n,0.15793
pouched_mole,n,0
pouched_mammal,n,0
pouched,a,0
pouch,n,0
pouch,v,0
potyokin,n,0
potty-trained,a,0
potty_seat,n,0
potty_chair,n,0
potty,a,-0.15241
potty,n,0
pott's_disease,n,-0.38925
pot-trained,a,0
potto,n,0.17964
pottle,n,0
pottery,n,0.15702
potter's_wheel,n,0
potter's_field,n,-0.07997
potter's_earth,n,0
potter's_clay,n,0
potterer,n,0
potter_wasp,n,-0.07997
potter_bee,n,0
potter_around,v,0
potter,n,0
potter,v,0
potted,a,0
pottage,n,0
potshot,n,-0.02785
potsherd,n,0
potsdam_conference,n,0
potsdam,n,0
potpourri,n,0.13104
potpie,n,0
potos_flavus,n,0
potos_caudivolvulus,n,0
potos,n,0
potorous,n,0
potoroo,n,0
potoroinae,n,0
potomania,n,-0.01819
potomac_river,n,0
potomac,n,0
potman,n,0
potluck,n,0.38105
potlatch,n,0
potion,n,0
pothunter,n,-0.0627
pothouse,n,0
pothos,n,0
pothook,n,0
potholer,n,0
potholed,a,-0.07997
pothole,n,0
potholder,n,0
potherb,n,0
pother,n,-0.07997
pother,v,-0.16702
pothead,n,-0.28907
potful,n,0
poterium_sanguisorba,n,0
poterium,n,-0.07997
potently,r,0
potentiometer,n,0
potentilla_anserina,n,0
potentilla,n,0
potentiation,n,0
potentiate,v,0
potentially,r,0
potentiality,n,0.16575
potential_unit,n,0
potential_energy,n,0
potential_drop,n,0
potential_divider,n,0
potential_difference,n,0
potential,a,0.43303
potential,n,0
potentate,n,0
potent,a,-0.06866
potency,n,0.25378
potence,n,0
potemkin_village,n,0
potemkin,n,0
poteen,n,0
potboy,n,0
potbound,a,0
potboiler,n,-0.38925
potbelly_stove,n,0
potbelly,n,0
potbellied,a,0
potawatomi,n,0
pot-au-feu,n,0
potato_yellow-dwarf_virus,n,0
potato_yellow_dwarf,n,-0.07997
potato_worm,n,0
potato_wart_fungus,n,-0.42036
potato_wart,n,-0.34088
potato_vine,n,0
potato_tuberworm,n,0
potato_tuber_moth,n,0
potato_tree,n,-0.06819
potato_skin,n,-0.07997
potato_scab_bacteria,n,-0.34088
potato_salad,n,0
potato_race,n,0
potato_peelings,n,-0.07997
potato_peel,n,-0.07997
potato_pancake,n,0
potato_nose,n,0
potato_murrain,n,0
potato_moth,n,0
potato_mosaic,n,0
potato_mold,n,0
potato_mildew,n,0
potato_fungus,n,-0.42036
potato_fern,n,0
potato_family,n,0
potato_disease,n,0
potato_chip,n,0
potato_bug,n,0
potato_blight,n,0
potato_beetle,n,0
potato_bean,n,0
potato,n,0
potation,n,0
potassium-argon_dating,n,0
potassium_sodium_tartrate,n,0
potassium_permanganate,n,0
potassium_nitrate,n,0
potassium_muriate,n,0
potassium_iodide,n,0
potassium_hydroxide,n,0
potassium_hydrogen_tartrate,n,0
potassium_hydrogen_carbonate,n,0
potassium_ferrocyanide,n,0.15793
potassium_dichromate,n,0
potassium_cyanide,n,0
potassium_chloride,n,0
potassium_chlorate,n,0
potassium_carbonate,n,0
potassium_bromide,n,0
potassium_bitartrate,n,0
potassium_bicarbonate,n,0
potassium_alum,n,0
potassium_acid_carbonate,n,0
potassium,n,0
potash_muriate,n,0
potash_alum,n,0
potash,n,0
potamophis_striatula,n,0
potamophis,n,0
potamogetonaceae,n,0
potamogeton_nodosus,n,0
potamogeton_gramineous,n,0
potamogeton_crispus,n,0
potamogeton_americanus,n,0
potamogeton,n,0
potamogalidae,n,0
potamogale_velox,n,0
potamogale,n,0
potage_st._germain,n,0
potage,n,0
potable,a,0.36466
potable,n,0.15793
pot_roast,n,-0.01819
pot_plant,n,0.17826
pot_metal,n,0
pot_marjoram,n,0
pot_marigold,n,0
pot_liquor,n,0
pot_likker,n,0
pot_farm,n,0
pot_cheese,n,0
pot,n,0
pot,v,0
posy,n,0
postwar,a,0
posturing,n,-0.19821
posturer,n,0
posture,n,-0.03659
posture,v,0
postural_hypotension,n,0
postural,a,0
postum,n,0
postulator,n,0
postulational,a,0
postulation,n,0
postulate,n,0.12208
postulate,v,-0.00021
postulant,n,0
posttraumatic_stress_disorder,n,-0.38925
posttraumatic_epilepsy,n,-0.19821
posttraumatic_amnesia,n,0
postscript,n,0
post-rotational_nystagmus,n,0
postprandial,a,0
postpositive,a,0
postposition,n,0
postpose,v,0
postponer,n,0
postponement,n,0
postpone,v,0
postpartum,a,-0.07997
post-paid,r,0
postpaid,a,0
postoperatively,r,0
postoperative,a,0
post-office_box_number,n,0
post-office_box,n,0
post-obit_bond,n,0
postnuptial,a,0
postnatal,a,-0.07997
postnasal_drip,n,0
post-mortem_examination,n,0
postmortem_examination,n,0
post-mortem,n,0
postmortem,a,-0.45262
postmortem,n,0
postmortal,a,-0.07997
postmodernist,a,0
postmodernism,n,0
postmodern,a,0
postmistress,n,0
postmillennial,a,0
postmeridian,a,0
post-menopause,n,0
postmenopausal,a,0
post-maturity,n,0
postmature_infant,n,0
postmaster_general,n,0
postmaster,n,0
postmark,n,0
postmark,v,0
postman,n,0
postlude,n,0
post-it,n,-0.19821
posting,n,0
postindustrial,a,0.12208
post-impressionist,n,0
postimpressionist,n,0
postillion,n,0
postilion,n,0
postictal,a,0
postiche,n,-0.07893
posthypnotic_suggestion,n,0
posthypnotic_amnesia,n,0
posthumously,r,0
posthumous_birth,n,0
posthumous,a,0
posthouse,n,0
post-horse,n,0
post-hole_digger,n,0
posthole_digger,n,0
posthole,n,0
posthitis,n,-0.38925
post-haste,r,0
postgraduate,a,0
postgraduate,n,0
postglacial,a,0
postganglionic,a,0
post-free,a,0
post-free,r,0
postfix_notation,n,0.12208
postfix,n,0
postexilic,a,0
postern,n,0
posterity,n,0
posteriority,n,-0.01023
posterior_vein_of_the_left_ventricle,n,0.12208
posterior_temporal_artery,n,0
posterior_synechia,n,0
posterior_subcapsular_cataract,n,0
posterior_serratus_muscle,n,0
posterior_pituitary_gland,n,0
posterior_pituitary,n,0
posterior_naris,n,0
posterior_meningeal_artery,n,0
posterior_labial_veins,n,0
posterior_facial_vein,n,0
posterior_cerebral_artery,n,0
posterior_cardinal_vein,n,0
posterior,a,0
posterior,n,0
posterboard,n,0.36466
poster_paint,n,0
poster_girl,n,0
poster_colour,n,0
poster_color,n,0
poster_child,n,0.12208
poster_boy,n,0
poster_board,n,0.36466
poster,n,0
posted,a,0
poste_restante,n,-0.09134
postdoctoral,a,0
postdoctoral,n,0
postdoc,n,0
postdiluvian,a,-0.07997
postdiluvian,n,0
postdate,v,0
post-communist,a,-0.07997
postcode,n,0
postcentral_gyrus,n,0
postcava,n,0
postcard,n,0
postbox,n,0
postbiblical,a,0
postbag,n,0
postal_service,n,0
postal_rate_commission,n,0
postal_order,n,0
postal_code,n,0
postal_clerk,n,0
postal_card,n,0
postal,a,0
postage_stamp,n,0
postage_meter,n,0.12208
postage,n,0
post_road,n,0
post_office,n,0
post_oak,n,0
post_meridiem,a,0
post_meridiem,r,0
post_house,n,0
post_horse,n,0
post_horn,n,0
post_hole,n,0
post_hoc_ergo_propter_hoc,n,0
post_hoc,n,0
post_exchange,n,0
post_doc,n,0
post_chaise,n,0
post_card,n,0
post_and_lintel,n,0
post,n,0
post,v,0.06459
possumwood,n,0
possum_oak,n,0
possum_haw,n,0
possum,n,0
possibly,r,0
possibleness,n,-0.19821
possible_action,n,0
possible,a,0.55592
possible,n,0.49119
possibility,n,0.42091
posset,n,0
possessor,n,0
possessiveness,n,-0.02386
possessively,r,0.12208
possessive_case,n,-0.19821
possessive,a,-0.46194
possessive,n,-0.48753
possession,n,-0.01631
possessed,a,0.11198
possess,v,-0.04474
posseman,n,0
posse_comitatus,n,0.12208
posse,n,-0.17677
posology,n,0
positron_emission_tomography_scanner,n,0
positron_emission_tomography,n,0
positron,n,0
positivity,n,0.21255
positivistic,a,0
positivist,a,0
positivist,n,0.12208
positivism,n,0.14751
positiveness,n,0.21255
positively_charged,a,0.15793
positively,r,0.00298
positive_stimulus,n,0.21734
positive_reinforcing_stimulus,n,0
positive_reinforcer,n,0
positive_pole,n,0
positive_muon,n,0
positive_magnetic_pole,n,0
positive_identification,n,0
positive_fraud,n,-0.38925
positive_feedback,n,0
positive_degree,n,0
positive_correlation,n,0
positive_chemotaxis,n,0
positive_charge,n,0
positive,a,0.65903
positive,n,0
positioning,a,0
positioning,n,0
positioner,n,0
positional_representation_system,n,0
positional_notation,n,0
positional,a,0
positionable,a,0.21734
position_paper,n,0
position_effect,n,0
position,n,0.13167
position,v,0
posit,n,0.12208
posit,v,0
posing,n,0
posh,a,0.09284
poseuse,n,0
poseur,n,0
poser,n,-0.04275
poseidon,n,0
posed,a,0
pose,n,0.11308
pose,v,0.10367
pos_tagger,n,0
porzana_porzana,n,0.12208
porzana,n,-0.28345
port-wine_stain,n,0
portwatcher,n,0
portunus_puber,n,0
portunus,n,-0.07997
portunidae,n,0
portulacaceae,n,0
portulaca_oleracea,n,0
portulaca_grandiflora,n,0
portulaca,n,0
portuguese_republic,n,0
portuguese_monetary_unit,n,0
portuguese_man-of-war,n,0
portuguese_heath,n,0
portuguese_guinea,n,0
portuguese_escudo,n,0
portuguese_cypress,n,0
portuguese,a,0
portuguese,n,0
portugal,n,0
portsmouth,n,0
portraying,n,0
portrayer,n,0
portrayed,a,0
portrayal,n,0
portray,v,0
portraiture,n,0
portraitist,n,0
portrait_painter,n,0
portrait_lens,n,0
portrait_camera,n,0
portrait,n,0
port-of-spain,n,0
porto_rico,n,0
porto_novo,n,0
porto,n,0
portmanteau_word,n,0
portmanteau,n,0
portly,a,0.0403
portland_cement,n,0
portland,n,0
portion_out,v,0
portion,n,0
portion,v,0
portiere,n,0
porticoed,a,0.17826
portico,n,0
portia_tree,n,0
porthole,n,0
portfolio,n,0
porter's_beer,n,0
porterhouse_steak,n,0
porterhouse,n,0
porterage,n,-0.02298
porter,n,0
porter,v,0
portentously,r,0.15793
portentous,a,0.40838
portent,n,0
portend,v,0
porte-cochere,n,0
porte,n,0
portcullis,n,0
port-au-prince,n,0
portal_vein,n,0
portal_tomb,n,0
portal_system,n,0
portal_site,n,0
portal_hypertension,n,-0.19821
portal,n,0
portage,n,0
port-access_coronary_bypass_surgery,n,0
portacaval_shunt,n,-0.28345
portable_saw,n,0
portable_computer,n,0
portable_circular_saw,n,0
portable,a,0.24905
portable,n,0
portability,n,0.0403
porta_hepatis,n,0
porta,n,0
port_wine,n,0
port_watcher,n,0
port_vila,n,0
port_sudan,n,0
port_orford_cedar,n,0
port_of_spain,n,0
port_of_entry,n,0
port_of_call,n,0
port_moresby,n,0
port_louis,n,0
port_jackson_pine,n,0
port_jackson_heath,n,0
port_jackson_fig,n,0
port_arthur,n,0
port,a,0
port,n,0
port,v,0
porringer,n,0
porridge,n,0
porpoise_oil,n,0
porpoise,n,0
porphyry,n,0
porphyrula_martinica,n,0
porphyrula,n,0
porphyritic_rock,n,0
porphyritic,a,0
porphyrio_porphyrio,n,0
porphyrio,n,0
porphyrin,n,0
porphyria,n,-0.39474
porphyra,n,0
porousness,n,0
porous,a,-0.21572
porosity,n,0
porose,a,0
poroporo,n,0
poronotus_triacanthus,n,0
poronotus,n,0
pornography,n,0
pornographically,r,0.12208
pornographic,a,-0.06112
pornographer,n,0
porno,n,0
porn_merchant,n,0
porn,n,0
porkpie_hat,n,0
porkpie,n,0
porkholt,n,0
pork-fish,n,0
porkfish,n,0
porker,n,0
porkchop,n,0
pork-barreling,n,0
pork-and-veal_goulash,n,0
pork_tenderloin,n,0
pork_sausage,n,0
pork_roast,n,0.21734
pork_pie,n,0
pork_loin,n,0
pork_butcher,n,0
pork_belly,n,-0.07997
pork_barrel,n,0
pork_and_beans,n,0
pork,n,0
poring_over,n,0
poriferous,a,-0.38925
poriferan,n,0
porifera,n,0
porgy,n,0
pore_mushroom,n,0
pore_fungus,n,0
pore,n,0
pore,v,-0.11868
porcupines,n,0
porcupinefish,n,0
porcupine_provision,n,0
porcupine_fish,n,0
porcupine_ball,n,0
porcupine,n,0
porcine,a,0.09961
porch,n,0
porcellionidae,n,-0.34088
porcellio,n,0
porcelainize,v,0
porcelain_clay,n,0
porcelain,n,0.23873
porc,n,0
porbeagle,n,0
pop-up_book,n,-0.07997
pop-up,n,-0.16014
populus_trichocarpa,n,0
populus_tremuloides,n,0
populus_tremula,n,0
populus_nigra_italica,n,0
populus_nigra,n,0
populus_heterophylla,n,0
populus_grandidentata,n,0
populus_deltoides,n,0
populus_canescens,n,0
populus_balsamifera,n,0
populus_alba,n,0
populus,n,0
populous,a,0
populist_party,n,0
populist,n,0
populism,n,0
population_shift,n,0
population_scientist,n,0
population_profile,n,0
population_growth,n,0
population_control,n,0
population_commission,n,0
population,n,0
populated_area,n,0
populated,a,0
populate,v,0
popularly,r,0
popularizer,n,0
popularize,v,0
popularization,n,0.27822
popularity_contest,n,0
popularity,n,0.24357
popularism,n,0
populariser,n,0
popularise,v,0
popularisation,n,0.27822
popular_struggle_front,n,0
popular_opinion,n,0
popular_music_genre,n,0
popular_music,n,0
popular_front_for_the_liberation_of_palestine-general_command,n,0
popular_front_for_the_liberation_of_palestine,n,0
popular_front,n,0
popular_democratic_front_for_the_liberation_of_palestine,n,0
popular,a,0.15669
populace,n,0
popsicle,n,0
poppycock,n,0.18258
poppy_seed,n,0
poppy_mallow,n,0
poppy_family,n,0
poppy_day,n,0
poppy,n,0
popping,n,0
poppet_valve,n,0
poppet,n,0
popper,n,0
popover,n,0
popliteal_vein,n,0.17826
popliteal_artery,n,0
popliteal,a,0
poplin,n,0
poplar_tree,n,0
poplar_bluff,n,0
poplar,n,0
popishly,r,0.15793
popish,a,0
popinjay,n,-0.09356
popillia_japonica,n,0
popillia,n,0
popgun,n,0
pop-fly,n,-0.19821
popeyed,a,0.03284
pope's_nose,n,-0.07997
popery,n,0
pope_alexander_vi,n,0
pope,n,0
popcorn_ball,n,0
popcorn,n,0
pop_up,v,0
pop_the_question,v,0
pop_tent,n,0
pop_quiz,n,0
pop_out,v,0
pop_off,v,0
pop_music,n,0
pop_in,v,0
pop_group,n,0
pop_fly,n,-0.19821
pop_bottle,n,0
pop_art,n,0
pop,a,0
pop,n,0
pop,r,0
pop,v,0.24853
poove,n,-0.07997
poorwill,n,0
poor-spirited,a,-0.26536
poorness,n,-0.2415
poorly,a,-0.38925
poorly,r,-0.42036
poorhouse,n,-0.07997
poor_white_trash,n,0
poor_speller,n,0
poor_rates,n,-0.19821
poor_person,n,0
poor_people,n,0
poor_man's_weatherglass,n,0
poor_man's_pulse,n,0
poor_man's_orchid,n,0
poor_law,n,0
poor_fish,n,-0.07997
poor_devil,n,-0.07997
poor_boy,n,0
poor_box,n,0
poor,a,-0.33378
poor,n,0
poop_out,v,0.12208
poop_deck,n,-0.07997
poop,n,-0.58072
poon,n,0
poolroom,n,0
pooling_of_interest,n,0
pooler,n,0
pool_table,n,0
pool_stick,n,0
pool_player,n,0
pool_cue,n,0
pool_ball,n,0
pool,n,0.43946
pool,v,0
pooh-pooh,v,-0.01404
pooh-bah,n,-0.08901
poof,n,0.15524
pooecetes_gramineus,n,0
pooecetes,n,0
poodle_dog,n,0
poodle,n,0
pood,n,0
pooch_out,v,0
pooch,n,0
pooch,v,0
pony-trekking,n,0
ponytail,n,0
ponycart,n,0
pony_up,v,0
pony_express,n,0
pony_cart,n,0
pony,n,0
pontus,n,0
pontos,n,0
pontoon_plane,n,0
pontoon_bridge,n,0
pontoon,n,0
pontius_pilate,n,0
pontificate,n,0
pontificate,v,0.10784
pontifical,a,-0.08549
pontifical,n,0
pontiff,n,0
pontifex,n,0
pontiac,n,0
pontederiaceae,n,0
pontederia_cordata,n,0
pontederia,n,0
ponte_25_de_abril,n,0
ponstel,n,-0.38925
ponselle,n,0
pons_varolii,n,0
pons_asinorum,n,0
pons,n,0
ponka,n,0
poniard,n,0.12208
poniard,v,0
pongo_pygmaeus,n,0
pongo,n,0
pongidae,n,0
pongid,n,0
pongee,n,0
pongamia_glabra,n,0
pongamia,n,0
pong,n,-0.02084
pone,n,-0.34088
pondweed_family,n,0
pondweed,n,0
pond-skater,n,0
pond-scum_parasite,n,0.17826
ponderousness,n,-0.06954
ponderously,r,0.15956
ponderous,a,0.05796
ponderosity,n,0
ponderosa_pine,n,0
ponderosa,n,0
pondering,a,0.15793
ponderer,n,-0.02386
ponderable,a,0.23008
ponder,v,0
pond-apple_tree,n,0
pond_scum,n,0.15793
pond_pine,n,0
pond_lily,n,0
pond_cypress,n,0
pond_bald_cypress,n,0
pond_apple,n,0
pond,n,0
poncirus_trifoliata,n,0
poncirus,n,0
poncho,n,0
ponce_de_leon,n,0
ponce,n,0
ponca,n,0
pompousness,n,-0.17327
pompously,r,0.15793
pompous,a,-0.43535
pomposity,n,-0.17327
pompon,n,0
pom-pom,n,0
pompey_the_great,n,0
pompey,n,0
pompeii,n,0
pompano,n,0
pompadour,n,0.19229
pompadour,v,0
pomp,n,0.10954
pomoxis_nigromaculatus,n,0
pomoxis_annularis,n,0
pomoxis,n,0
pomology,n,0
pomologist,n,0
pomolobus_pseudoharengus,n,0
pomolobus,n,0
pomo,n,0
pommy,n,0
pommel_horse,n,0
pommel,n,0
pommel,v,0
pomme_de_prairie,n,0
pomme_blanche,n,0
pomfret,n,0
pomeranian,n,0
pomelo_tree,n,0
pomelo,n,0
pomegranate_tree,n,0
pomegranate,n,0
pome,n,0
pomatum,n,0
pomatomus_saltatrix,n,0
pomatomus,n,0
pomatomidae,n,0
pomaderris_apetala,n,0
pomaderris,n,0
pomaded,a,0.12208
pomade,n,0
pomade,v,0
pomacentrus_leucostictus,n,0
pomacentrus,n,0
pomacentridae,n,0
pomace_fly,n,0
pomacanthus,n,0
pom,n,0
polyzoan,n,0
polyzoa,n,0
polyvinyl-formaldehyde,n,0
polyvinyl_resin,n,0
polyvinyl_chloride,n,0
polyvinyl_acetate,n,0
polyvalent,a,0.28857
polyvalency,n,0.15793
polyvalence,n,0.15793
polyuria,n,-0.34088
polyurethane_foam,n,0
polyurethane,n,0
polyurethan,n,0
polyunsaturated_fatty_acid,n,0
polyunsaturated_fat,n,0
polyunsaturated,a,0
polytonality,n,0
polytonalism,n,0
polytonal,a,0
polythene,n,0
polytheistic,a,0.17826
polytheist,n,0
polytheism,n,0
polytetrafluoroethylene,n,0
polytechnic_institute,n,0
polytechnic,n,0
polysynthetic,a,0
polysyndeton,n,0.15793
polysyllable,n,0
polysyllabically,r,0.15793
polysyllabic_word,n,0
polysyllabic,a,-0.06061
polystyrene,n,0
polystichum_setiferum,n,0
polystichum_scopulinum,n,0
polystichum_lonchitis,n,0
polystichum_braunii,n,0
polystichum_adiantiformis,n,0
polystichum_aculeatum,n,0
polystichum_acrostichoides,n,0
polystichum,n,0
polysomy,n,0.17826
polysemy,n,0
polysemous_word,n,0
polysemous,a,0
polysemantic_word,n,0
polysemantic,a,0
polysemant,n,0
polysaccharide,n,0
polypus,n,0
polyptoton,n,0
polypropylene,n,0
polypropenonitrile,n,0
polypropene,n,0
polyprion_americanus,n,0
polyprion,n,0
polyporus_tenuiculus,n,0
polyporus_squamosus,n,0
polyporus_frondosus,n,0
polyporus,n,0.12208
polypore,n,0
polyporaceae,n,0
polypody,n,0
polypodium_vulgare,n,0
polypodium_virgianum,n,0
polypodium_scouleri,n,0
polypodium_polypodioides,n,0
polypodium_glycyrrhiza,n,-0.28345
polypodium_aureum,n,0
polypodium,n,0
polypodiales,n,0
polypodiaceae,n,0
polyploidy,n,0
polyploid,a,0
polyploid,n,0
polyplacophore,n,-0.19821
polyplacophora,n,0
polyphosphoric_acid,n,0
polyphosphate,n,0
polyphony,n,0
polyphonous,a,0.08478
polyphonically,r,0.12208
polyphonic_prose,n,0
polyphonic_music,n,0
polyphonic_letter,n,0
polyphonic,a,0.16101
polyphone,n,0
polyphemus_moth,n,0
polyphase,a,0
polypetalous,a,0
polypeptide,n,0
polypedatidae,n,0
polypedates,n,0
polypectomy,n,0
polyp,n,0
polyostotic_fibrous_dysplasia,n,0
polyose,n,0
polyoma_virus,n,-0.0611
polyoma,n,-0.0611
polyoicous,a,0
polyoestrous,a,0
polyodontidae,n,0
polyodon_spathula,n,0
polyodon,n,0
polynya,n,0
polynomial,a,-0.07997
polynomial,n,0
polyneuritis,n,-0.42036
polyneuritic_psychosis,n,0
polynesian_tattler,n,0
polynesian,a,0
polynesian,n,0
polynesia,n,0
polynemidae,n,0
polymyxin,n,0
polymyositis,n,0
polymox,n,0
polymorphous,a,0.0859
polymorphism,n,0
polymorphic,a,0.0859
polymorphemic,a,0
polymorph,n,0
polymonium_caeruleum_van-bruntiae,n,0
polymethyl_methacrylate,n,0
polymerize,v,0
polymerization,n,0
polymerise,v,0
polymerisation,n,0
polymeric_amide,n,0
polymeric,a,0
polymerase,n,0
polymer,n,0
polymath,n,0
polymastigote,n,0
polymastigina,n,-0.07997
polyhymnia,n,0
polyhidrosis,n,-0.34088
polyhedron,n,0
polyhedral_angle,n,0
polyhedral,a,0
polygyny,n,0
polygynous,a,0
polygynist,n,0
polygraph,n,0
polygonum_orientale,n,0
polygonum_fagopyrum,n,0
polygonum_aubertii,n,0
polygonum,n,0
polygonia_comma,n,0
polygonia,n,0
polygonatum_commutatum,n,0
polygonatum_biflorum,n,0
polygonatum,n,-0.07997
polygonally,r,0.15793
polygonales,n,0
polygonal_shape,n,0
polygonal,a,0
polygonaceae,n,0
polygon,n,0
polyglot,a,0
polyglot,n,0
polygenic_disorder,n,0.17826
polygenic_disease,n,0.17826
polygenic,a,0
polygene,n,0
polygamy,n,0
polygamous,a,0
polygamist,n,0
polygalaceae,n,0
polygala_vulgaris,n,0
polygala_senega,n,0
polygala_paucifolia,n,0
polygala_lutea,n,0
polygala_alba,n,0
polygala,n,0
polyfoam,n,0
polyethylene,n,0
polyestrous,a,0
polyester_fiber,n,0
polyester,n,0
polyergus_rufescens,n,0
polyergus,n,0
polyelectrolyte,n,0
polydipsia,n,-0.38925
polydactyly,n,-0.28345
polydactylus_virginicus,n,0
polydactylus,n,0
polydactylous,a,0
polydactyl,a,0
polycythemia,n,-0.34088
polycystic_kidney_disease,n,-0.38925
polycrystalline,a,0
polyconic_projection,n,0
polycirrus,n,0
polycillin,n,0
polychromize,v,0
polychromise,v,0
polychromic,a,0.21734
polychrome,a,0.21734
polychrome,n,0
polychrome,v,0
polychromatic,a,0.17703
polychete_worm,n,0
polychete,n,0
polychaete_worm,n,0
polychaete,n,0
polychaeta,n,0.15793
polycarp,n,0
polybutylene,n,0
polybutene,n,0
polybotrya_cervina,n,0
polybotrya,n,0
polybotria_cervina,n,0
polybotria,n,0
polyborus_plancus,n,0
polyborus_cheriway_audubonii,n,0
polyborus,n,0
polyatomic,a,0
polyarteritis_nodosa,n,-0.38925
polyarteritis,n,-0.28345
polyanthus,n,0
polyangium,n,0
polyangiaceae,n,0
polyandry,n,0
polyandrous,a,0
polyandrist,n,0
polyamide,n,0
poltroonery,n,-0.28345
poltroon,a,0.28394
poltroon,n,-0.07997
poltergeist,n,-0.17237
polska,n,0
polony,n,0
polonium,n,0
polo-neck_collar,n,0.21734
polo-neck,n,0.21734
polonaise,n,0
polo_stick,n,0
polo_shirt,n,0
polo_pony,n,0
polo_mallet,n,0
polo_ball,n,0
polo,n,0
pollywog,n,-0.19821
pollyfish,n,0
pollyannaish,a,0.28394
polly_fish,n,0
pollux,n,0
pollution,n,-0.76903
polluter,n,0
polluted,a,-0.28345
pollute,v,0
pollutant,n,0
pollucite,n,0.12208
pollster,n,0
polls,n,0
pollock,n,0
polliwog,n,-0.19821
pollinosis,n,-0.19821
pollinium,n,0
polling_station,n,0
polling_place,n,0
polling_day,n,0
polling_booth,n,0
pollinator,n,0
pollination,n,0
pollinate,v,0
pollex,n,0
pollenation,n,0
pollenate,v,0
pollen_tube,n,0
pollen_count,n,0
pollen,n,0
pollard,n,0
pollard,v,0
pollack,n,0
pollachius_pollachius,n,0
pollachius,n,0
poll_tax,n,0
poll_taker,n,0
